Date,High,Low,Open,Close,Volume,Adj Close
10/26/2012,27.79999924,27.02000046,27.53000069,27.37999916,477400,27.37999916
10/31/2012,28.35000038,27.37000084,27.70000076,28.12999916,775200,28.12999916
11/1/2012,29.48999977,28.20000076,28.25,29.25,1024100,29.25
11/2/2012,29.54999924,28.54999924,29.27000046,28.92000008,1030300,28.92000008
11/5/2012,31.57999992,29.32999992,29.79999924,31.5,2048900,31.5
11/6/2012,31.20000076,29.95000076,30.61000061,31.14999962,2324000,31.14999962
11/7/2012,32.04999924,30.80999947,31,31.54000092,1714500,31.54000092
11/8/2012,31.87999916,30.94000053,31.01000023,31.30999947,1274000,31.30999947
11/9/2012,30.93000031,29.85000038,30.60000038,30.31999969,863000,30.31999969
11/12/2012,31.42000008,30.15999985,30.29000092,31.06999969,555900,31.06999969
11/13/2012,32,30.71999931,31.29000092,31.61000061,998300,31.61000061
11/14/2012,32.11999893,31.20000076,31.95999908,31.37999916,871300,31.37999916
11/15/2012,31.44000053,30.5,31.29999924,30.81999969,984000,30.81999969
11/16/2012,32,30.59000015,31.14999962,31.84000015,908700,31.84000015
11/19/2012,33.25,31.84000015,32.06999969,32.91999817,1392400,32.91999817
11/20/2012,33.09999847,31.90999985,32.79999924,33,922500,33
11/21/2012,33.47000122,32.29000092,32.61000061,32.47000122,963200,32.47000122
11/23/2012,32.83000183,31.70000076,32.59999847,32.13000107,430300,32.13000107
11/26/2012,32.29999924,31.62000084,32.09999847,32.27000046,495800,32.27000046
11/27/2012,32.65999985,31.52000046,32.13000107,32.15000153,910800,32.15000153
11/28/2012,34.29000092,31.90999985,32,33.22999954,1525200,33.22999954
11/29/2012,34,32.86999893,33.43999863,33.68999863,1103400,33.68999863
11/30/2012,34.27999878,33.00999832,33.63000107,33.81999969,1420300,33.81999969
12/3/2012,35,33.5,33.88999939,34.61999893,2085700,34.61999893
12/4/2012,34.79999924,33.54999924,34.08000183,33.90000153,1263300,33.90000153
12/5/2012,34.18999863,33.58000183,33.81999969,33.70999908,661500,33.70999908
12/6/2012,34.79999924,33.5,33.81999969,33.90000153,660400,33.90000153
12/7/2012,34.49000168,33.84999847,34.29999924,34.16999817,664400,34.16999817
12/10/2012,34.79999924,34.18000031,34.43000031,34.56999969,929800,34.56999969
12/11/2012,35.5,34.45999908,34.59999847,35.27999878,1572600,35.27999878
12/12/2012,35.79999924,34.95000076,35.20999908,35.25999832,2063800,35.25999832
12/13/2012,35.29999924,32.75,35.25999832,33.61000061,2151300,33.61000061
12/14/2012,34.40000153,33.59000015,33.77999878,33.81000137,1023000,33.81000137
12/17/2012,34.5,33.75,33.77000046,34.40000153,824900,34.40000153
12/18/2012,35.06999969,34.25999832,34.25999832,34.59000015,1553900,34.59000015
12/19/2012,35.25999832,34.52000046,34.75,34.61000061,1298800,34.61000061
12/20/2012,34.79000092,34.04999924,34.50999832,34.43000031,921200,34.43000031
12/21/2012,34.16999817,33.58000183,33.93999863,34,1492400,34
12/24/2012,34.34999847,33.54999924,33.63999939,34.27999878,375800,34.27999878
12/26/2012,34.5,33.5,33.95999908,33.59000015,601400,33.59000015
12/27/2012,33.90999985,33,33.5,33.68999863,561100,33.68999863
12/28/2012,33.65000153,33.02000046,33.38000107,33.22000122,414100,33.22000122
12/31/2012,33.97000122,33,33,33.86999893,594900,33.86999893
1/2/2013,35.45000076,34.70999908,35,35.36000061,1194800,35.36000061
1/3/2013,35.45000076,34.75,35.18000031,34.77000046,742000,34.77000046
1/4/2013,34.79999924,33.91999817,34.79999924,34.40000153,674000,34.40000153
1/7/2013,34.79999924,33.90000153,34.79999924,34.34000015,442000,34.34000015
1/8/2013,34.5,33.11000061,34.5,33.68000031,1284000,33.68000031
1/9/2013,34.18999863,33.40000153,34.00999832,33.63999939,698000,33.63999939
1/10/2013,33.99000168,33.38000107,33.86999893,33.52999878,922500,33.52999878
1/11/2013,34.04000092,32.11000061,34.04000092,32.90999985,1563200,32.90999985
1/14/2013,33.38000107,32.84999847,33.08000183,33.25999832,925100,33.25999832
1/15/2013,34.25,33.08000183,33.11000061,33.90000153,1624200,33.90000153
1/16/2013,34.22999954,33.72999954,33.84999847,34.09999847,1378200,34.09999847
1/17/2013,34.84999847,33.91999817,34.15999985,34.38000107,1436700,34.38000107
1/18/2013,34.77999878,33.81999969,34.74000168,34.52000046,3555100,34.52000046
1/22/2013,35.54999924,34.25999832,34.56000137,35.18999863,1920200,35.18999863
1/23/2013,36.24000168,34.95999908,35.02000046,36,1564300,36
1/24/2013,37.72000122,35.84000015,36,36.99000168,1970400,36.99000168
1/25/2013,37.54000092,36.79999924,37,36.97999954,1287800,36.97999954
1/28/2013,38.70999908,36.86000061,36.86000061,38.02999878,1986000,38.02999878
1/29/2013,38.43999863,37.13000107,38.09999847,37.95000076,1426600,37.95000076
1/30/2013,38,37.43000031,37.84999847,37.52000046,968100,37.52000046
1/31/2013,37.86999893,36.93000031,37.86999893,37.50999832,901400,37.50999832
2/1/2013,38.5,37.61999893,38.16999817,38.29999924,1100600,38.29999924
2/4/2013,38.41999817,37.59000015,38.40000153,37.74000168,1128000,37.74000168
2/5/2013,38.65000153,37.68000031,38,38.13000107,1310200,38.13000107
2/6/2013,39.38999939,37.90000153,38.18000031,39.16999817,1893200,39.16999817
2/7/2013,39.68000031,38.95000076,39.18999863,39.47999954,1196600,39.47999954
2/8/2013,40,39.13999939,39.45000076,39.24000168,1139800,39.24000168
2/11/2013,39.15000153,37.5,37.97999954,38.41999817,3266300,38.41999817
2/12/2013,38.86999893,37.29000092,38.45000076,37.88999939,2261300,37.88999939
2/13/2013,39,38.04999924,38.29999924,38.45000076,966800,38.45000076
2/14/2013,38.75,38.20999908,38.63999939,38.27000046,990700,38.27000046
2/15/2013,38.50999832,36.95000076,38.5,37.04000092,2017600,37.04000092
2/19/2013,39.29000092,37.31000137,37.36000061,39.27999878,2701400,39.27999878
2/20/2013,39.65000153,38.45999908,39.29999924,38.54000092,3122000,38.54000092
2/21/2013,37.38999939,34.54000092,36.49000168,35.15999985,9037800,35.15999985
2/22/2013,36.38999939,35.59999847,35.72000122,36.11000061,2547300,36.11000061
2/25/2013,36.75,34.34000015,36.15000153,34.38000107,2889400,34.38000107
2/26/2013,34.95999908,33.79999924,34.45999908,34.43000031,2762900,34.43000031
2/27/2013,35.40999985,34.40000153,34.40999985,35.09999847,1959200,35.09999847
2/28/2013,36.09999847,34.36999893,35.88999939,34.83000183,1964900,34.83000183
3/1/2013,35.08000183,34.25,35,34.65000153,1546600,34.65000153
3/4/2013,35.83000183,34.70000076,34.77000046,35.58000183,1757700,35.58000183
3/5/2013,36.91999817,35.79000092,36,36.65000153,2087000,36.65000153
3/6/2013,37.88000107,36.97000122,37.00999832,37.68999863,1150000,37.68999863
3/7/2013,38.65000153,36.88000107,37.72999954,38.22999954,1158300,38.22999954
3/8/2013,39.43999863,37.36000061,38.06000137,38.47000122,912100,38.47000122
3/11/2013,39.43999863,38.65000153,38.86999893,39.09999847,1579500,39.09999847
3/12/2013,39.38000107,38.84999847,38.90000153,39.11999893,1275100,39.11999893
3/13/2013,39.49000168,38.81000137,39,38.97999954,822000,38.97999954
3/14/2013,38.90999985,36.77000046,38.90000153,36.84999847,2021000,36.84999847
3/15/2013,36.65000153,35.20999908,36.63999939,35.29000092,3279600,35.29000092
3/18/2013,36.06000137,34.91999817,35.29999924,35.15000153,1316100,35.15000153
3/19/2013,35.59999847,34.93999863,35.25,35.08000183,1098500,35.08000183
3/20/2013,36.06999969,35.15999985,35.25999832,35.95000076,1423000,35.95000076
3/21/2013,37.06000137,35.74000168,35.95000076,36.00999832,1146300,36.00999832
3/22/2013,36.79999924,36.20000076,36.20000076,36.61999893,440200,36.61999893
3/25/2013,38.52000046,36.77000046,37.09999847,37.52999878,2378800,37.52999878
3/26/2013,38.22000122,37.65999985,37.97999954,37.86000061,1808200,37.86000061
3/27/2013,38.38000107,37.31000137,37.93999863,38.15999985,1296300,38.15999985
3/28/2013,38.24000168,37.75,38.22999954,37.88999939,1158700,37.88999939
4/1/2013,46.68000031,41.70000076,42.36000061,43.93000031,14098500,43.93000031
4/2/2013,45.5,43.50999832,43.59999847,44.34000015,6652400,44.34000015
4/3/2013,43.47000122,40.20999908,43.09999847,41.09999847,5643600,41.09999847
4/4/2013,42.25,40.81000137,41.11000061,42.00999832,2264800,42.00999832
4/5/2013,42,40.5,42,41.36999893,1552400,41.36999893
4/8/2013,42.54999924,41.50999832,41.97000122,41.83000183,1679000,41.83000183
4/9/2013,41.83000183,40.33000183,41.79999924,40.5,1696100,40.5
4/10/2013,42.00999832,40.61000061,40.70000076,41.86000061,2121100,41.86000061
4/11/2013,44.54999924,41.75,42.06000137,43.59000015,3447400,43.59000015
4/12/2013,45.13999939,43.04999924,43.25,43.75,3149400,43.75
4/15/2013,43.79999924,42.50999832,43.5,43.29999924,1681400,43.29999924
4/16/2013,46.13999939,43.90999985,44.18999863,45.59000015,3180400,45.59000015
4/17/2013,45.95000076,44.54000092,45.5,45.45000076,2118500,45.45000076
4/18/2013,47.59999847,45.38999939,45.97999954,46.97000122,3367900,46.97000122
4/19/2013,49.88000107,47.06999969,47.45999908,47.83000183,3011700,47.83000183
4/22/2013,50.20000076,47.75,48.59999847,50.18999863,3939400,50.18999863
4/23/2013,52.91999817,50.65999985,51,51.00999832,3733800,51.00999832
4/24/2013,51.04999924,48.97999954,50.90000153,50.43000031,2630000,50.43000031
4/25/2013,52.40000153,50.5,50.5,52,2795900,52
4/26/2013,53.74000168,50.61999893,53.13000107,51.20000076,3622100,51.20000076
4/29/2013,54.99000168,51.20000076,51.75999832,54.93999863,3639700,54.93999863
4/30/2013,58.18000031,53.75999832,56,53.99000168,5522600,53.99000168
5/1/2013,55.99000168,53,55.99000168,53.27999878,2742800,53.27999878
5/2/2013,55.27000046,53.70000076,53.84999847,54.11000061,3050400,54.11000061
5/3/2013,56.47000122,54.5,56.47000122,54.54999924,3378700,54.54999924
5/6/2013,59.65999985,55.5,56.38999939,59.5,4366700,59.5
5/7/2013,62.36999893,55.11999893,62,55.50999832,9991000,55.50999832
5/8/2013,58.20000076,55.70999908,57.5,55.79000092,6769900,55.79000092
5/9/2013,75.76999664,63.68999863,70.12000275,69.40000153,28605000,69.40000153
5/10/2013,81,69.25,69.65000153,76.76000214,25082600,76.76000214
5/13/2013,88,79.15000153,80.98999786,87.80000305,22416900,87.80000305
5/14/2013,97.12000275,81.15000153,94.22000122,83.23999786,37163900,83.23999786
5/15/2013,86.87999725,78.11000061,81.80000305,84.83999634,16878700,84.83999634
5/16/2013,95,88.66000366,94.69999695,92.25,21614000,92.25
5/17/2013,94.44000244,87.5,92.5,91.5,19002200,91.5
5/20/2013,92.5,88.62999725,91.12000275,89.94000244,8348400,89.94000244
5/21/2013,89.98999786,85.27999878,88.5,87.58999634,8998200,87.58999634
5/22/2013,90.95999908,85.5,86.37000275,87.23999786,8568000,87.23999786
5/23/2013,93.01000214,83.05000305,84.80999756,92.73000336,12022200,92.73000336
5/24/2013,97.94999695,92,92.59999847,97.08000183,16124200,97.08000183
5/28/2013,110.75,100.3000031,101.5500031,110.3300018,19691900,110.3300018
5/29/2013,114.9000015,99,113.5500031,104.6299973,25099500,104.6299973
5/30/2013,109.5400009,101.1999969,102.4599991,104.9499969,16133700,104.9499969
5/31/2013,106.4400024,97.73000336,106.2600021,97.76000214,15172000,97.76000214
6/3/2013,97.62000275,88.25,97.62000275,92.58999634,19139600,92.58999634
6/4/2013,96.41999817,92.40000153,92.75,94.83999634,8856100,94.83999634
6/5/2013,97.97000122,89.11000061,93.66000366,95.37000275,12224800,95.37000275
6/6/2013,99.26999664,95.11000061,95.25,97.34999847,9510900,97.34999847
6/7/2013,102.9000015,96.69999695,98,102.0400009,10711600,102.0400009
6/10/2013,102.5199966,98.56999969,98.93000031,100.0500031,9228600,100.0500031
6/11/2013,98.68000031,94.05000305,98.18000031,94.47000122,7394000,94.47000122
6/12/2013,100.4800034,95.75,96.80000305,97.73000336,9192700,97.73000336
6/13/2013,99.27999878,95.12000275,99,98.18000031,5961600,98.18000031
6/14/2013,102.5199966,99.33000183,100,100.3000031,6564700,100.3000031
6/17/2013,104.75,101.1999969,103.5999985,102.1999969,7066200,102.1999969
6/18/2013,103.9800034,99.19999695,101.75,103.3899994,8795300,103.3899994
6/19/2013,106.6699982,102.0100021,102.0599976,104.6800003,8578900,104.6800003
6/20/2013,107.1299973,99.44999695,104.6500015,100.6500015,10106500,100.6500015
6/21/2013,103.6999969,97.5,103.6999969,99.55000305,11718600,99.55000305
6/24/2013,102.8700027,95.30000305,96.5,101.4899979,7119800,101.4899979
