Date,High,Low,Open,Close,Volume,Adj Close
6/25/2013,104.1999969,100.5500031,103.0999985,102.4000015,5848700,102.4000015
6/26/2013,105.8700027,102.6600037,103.8000031,105.7200012,6602600,105.7200012
6/27/2013,110.25,106.1299973,106.75,109.25,8744900,109.25
6/28/2013,109.4400024,106.7099991,108.5699997,107.3600006,5748600,107.3600006
7/1/2013,117.7699966,109.1500015,109.3600006,117.1800003,10903600,117.1800003
7/2/2013,121.8899994,115.5,118.25,117.8199997,12064100,117.8199997
7/3/2013,119.25,114.2699966,118,115.2399979,4806700,115.2399979
7/5/2013,120.2799988,115.6999969,118.3199997,120.0899963,6818700,120.0899963
7/8/2013,122.1800003,118.8199997,121.3700027,121.6100006,7814200,121.6100006
7/9/2013,125.3199997,121.9100037,124.6399994,123.4499969,8603300,123.4499969
7/10/2013,123.25,120.7900009,123.1900024,122.2699966,5600100,122.2699966
7/11/2013,126.0899963,122.3499985,124.8799973,125.6100006,7483600,125.6100006
7/12/2013,129.9400024,124.5100021,125.5,129.8999939,11344000,129.8999939
7/15/2013,133.2599945,126.8199997,133.0299988,127.2600021,9922400,127.2600021
7/16/2013,126.3199997,107.3000031,126.2799988,109.0500031,32371900,109.0500031
7/17/2013,121.6200027,104.5,106.5199966,120.25,26029000,120.25
7/18/2013,122.7300034,116.1800003,120.9700012,119.0299988,11398100,119.0299988
7/19/2013,120.5500031,116.5100021,118.5,119.6800003,5890300,119.6800003
7/22/2013,126.6800003,119.8799973,119.8899994,122.4300003,9797800,122.4300003
7/23/2013,125.5599976,121.8199997,124,122.7399979,7736400,122.7399979
7/24/2013,124.5,119.5599976,124.4700012,121.6999969,6869000,121.6999969
7/25/2013,124.75,120.1900024,120.4000015,124.0699997,5284300,124.0699997
7/26/2013,130.6799927,126.6100006,128.1399994,129.3899994,9633100,129.3899994
7/29/2013,135.3699951,128.25,129.3200073,134.6199951,9678900,134.6199951
7/30/2013,137.4900055,128.1799927,134.8000031,131.7400055,13127000,131.7400055
7/31/2013,134.9700012,131.4499969,132.5700073,134.2799988,6351700,134.2799988
8/1/2013,136.5200043,132.6300049,135,135.5500031,5323600,135.5500031
8/2/2013,138.25,133.6100006,134.5899963,138,6269900,138
8/5/2013,144.8899994,139.6499939,140.0099945,144.6799927,10200700,144.6799927
8/6/2013,145.7299957,141.1000061,144.75,142.1499939,9254500,142.1499939
8/7/2013,141.9499969,132.3600006,141.8899994,134.2299957,18212200,134.2299957
8/8/2013,158.8800049,150.4600067,154.3500061,153.4799957,27246800,153.4799957
8/9/2013,155.9499969,151.25,152.3999939,153,8927700,153
8/12/2013,150.5,142.0500031,149.4299927,147.3800049,14912200,147.3800049
8/13/2013,149.8399963,144.4499969,149.5,145.4299927,8748900,145.4299927
8/14/2013,144.8399963,138.0500031,142.7200012,139.3600006,11693800,139.3600006
8/15/2013,143.6000061,135,136.4299927,139.6699982,10179200,139.6699982
8/16/2013,143.9100037,140.9700012,141.6300049,142,7108100,142
8/19/2013,147.3800049,142.8300018,143.4299927,144.8999939,8037700,144.8999939
8/20/2013,149.7799988,147,148.6499939,149.5800018,6418200,149.5800018
8/21/2013,150.3099976,146.25,150,147.8600006,6266300,147.8600006
8/22/2013,157.4799957,148.1399994,149.2200012,157.1000061,10592400,157.1000061
8/23/2013,162.3000031,155,157,161.8399963,12931900,161.8399963
8/26/2013,173,160.25,165.1499939,164.2200012,24171100,164.2200012
8/27/2013,168.8000031,160.9499969,162.3000031,167.0099945,17566900,167.0099945
8/28/2013,171.5,163.25,169.0599976,166.4499969,14740100,166.4499969
8/29/2013,167.75,162.5099945,164.2200012,166.0599976,9436000,166.0599976
8/30/2013,169.2100067,163.9600067,166.3699951,169,11028400,169
9/3/2013,173.6999969,166.3999939,173.3999939,168.9400024,12061100,168.9400024
9/4/2013,171.6199951,165.5599976,169.7700043,170.6199951,11475700,170.6199951
9/5/2013,171.5,168.25,170.1000061,169.9299927,6685300,169.9299927
9/6/2013,169.6999969,165.1499939,168.5700073,166.9700012,8619700,166.9700012
9/9/2013,164.5,158.5099945,163.1199951,160.6999969,14344500,160.6999969
9/10/2013,167.5,160.6300049,161.4499969,166.3699951,8967800,166.3699951
9/11/2013,167.8999939,162.1300049,166.4100037,163.5200043,5832500,163.5200043
9/12/2013,166.7599945,160.5099945,164,164.9299927,6160000,164.9299927
9/13/2013,166.3699951,162.1600037,162.7700043,165.5399933,5401200,165.5399933
9/16/2013,170.8500061,165.8500061,168,166.5800018,7574900,166.5800018
9/17/2013,168.4199982,163.3600006,165.0800018,166.2299957,5496900,166.2299957
9/18/2013,167.4499969,164.1999969,167.0700073,166.2200012,5439700,166.2200012
9/19/2013,180.4700012,169.0800018,170.8000031,177.9199982,15594600,177.9199982
9/20/2013,185.8300018,178.5599976,178.8999939,183.3899994,13401700,183.3899994
9/23/2013,185.4799957,177.1100006,184.4799957,181.1100006,8173400,181.1100006
9/24/2013,184.9600067,177.6499939,179.1399994,182.3300018,6273400,182.3300018
9/25/2013,186.3000031,180.5,183.5599976,185.2400055,8252700,185.2400055
9/26/2013,189.6799927,185.6100006,186.6999969,188.6399994,6614400,188.6399994
9/27/2013,191.2799988,186.4299927,187.5200043,190.8999939,5916400,190.8999939
9/30/2013,194.5,188,189,193.3699951,8924700,193.3699951
10/1/2013,194.2299957,188.3699951,193.9600067,193,7755900,193
10/2/2013,191.8300018,175.3999939,188.5899963,180.9499969,20775400,180.9499969
10/3/2013,179.6900024,168,175.0500031,173.3099976,23816500,173.3099976
10/4/2013,181.1799927,172.6499939,176.3999939,180.9799957,14414000,180.9799957
10/7/2013,186.7299957,180.2599945,182.4600067,183.0700073,11485600,183.0700073
10/8/2013,185.9299927,173.2100067,184.3999939,174.7299957,13757200,174.7299957
10/9/2013,174.9900055,161.5,174.7299957,168.7799988,15316500,168.7799988
10/10/2013,175.75,169.6900024,173.0899963,172.9299927,8883900,172.9299927
10/11/2013,179.2899933,171.1999969,172.75,178.6999969,8311100,178.6999969
10/14/2013,182.5,174.1499939,175,179.7200012,7769600,179.7200012
10/15/2013,188.7899933,183.1799927,185.2799988,183.9400024,10978500,183.9400024
10/16/2013,187.3000031,182.0899963,184.8999939,183.5599976,8205400,183.5599976
10/17/2013,184.8000031,180.9900055,183.5399933,182.8000031,6705000,182.8000031
10/18/2013,185.9600067,182.5200043,184.1499939,183.3999939,5930800,183.3999939
10/21/2013,183.3899994,171,183.2799988,172.6000061,11532100,172.6000061
10/22/2013,177.7799988,166.1100006,170.5,171.5399933,11386700,171.5399933
10/23/2013,171.8099976,160.1499939,168.9100037,164.5,13320400,164.5
10/24/2013,174.5,162.8300018,165,173.1499939,10825700,173.1499939
10/25/2013,174.5,166.8000031,174.2100067,169.6600037,7595500,169.6600037
10/28/2013,170.5,162.1999969,170.1799927,162.8600006,7841700,162.8600006
10/29/2013,165.4499969,153,162.7599945,164.4700012,14111700,164.4700012
10/30/2013,167.6799927,158.1699982,164.6300049,159.2200012,8401800,159.2200012
10/31/2013,162.4400024,153.3000031,155.6699982,159.9400024,9333800,159.9400024
11/1/2013,165.8999939,160.4100037,163,162.1699982,7180600,162.1699982
11/4/2013,175.3899994,164.2200012,165,175.1999969,13120400,175.1999969
11/5/2013,181.4299927,171.3600006,180,176.8099976,22467100,176.8099976
11/6/2013,160.7299957,146.3500061,154.8099976,151.1600037,31071700,151.1600037
11/7/2013,145.6499939,137.6199951,144.1900024,139.7700043,22284700,139.7700043
11/8/2013,140.6000061,132.3200073,136.4799957,137.9499969,22477900,137.9499969
11/11/2013,145.4199982,137.1000061,141,144.6999969,13997600,144.6999969
11/12/2013,144.6999969,136.1799927,144.6900024,137.8000031,14985200,137.8000031
11/13/2013,142.3699951,136.3399963,140.8399963,138.6999969,12658300,138.6999969
11/14/2013,140.3999939,134.1100006,138.9199982,137.6000061,12203700,137.6000061
11/15/2013,137.9499969,134.3500061,136.8500061,135.4499969,9900200,135.4499969
11/18/2013,135.4499969,119.6100006,135.2700043,121.5800018,23138200,121.5800018
11/19/2013,129,119.2200012,119.4300003,126.0899963,19816200,126.0899963
11/20/2013,127.4499969,119.0599976,126.0800018,121.1100006,13849600,121.1100006
11/21/2013,124.7900009,120.25,122.8899994,122.0999985,11903800,122.0999985
11/22/2013,122.75,117.9300003,121.5800018,121.3799973,11096700,121.3799973
11/25/2013,125.8399963,120.3000031,124.5,120.8399963,10267300,120.8399963
11/26/2013,122.7200012,116.0999985,119.3799973,120.5,13885500,120.5
11/27/2013,126.9499969,119.5199966,121.3099976,126.9400024,12367600,126.9400024
11/29/2013,130.5899963,126.9800034,129.7700043,127.2799988,9716200,127.2799988
12/2/2013,128.5500031,123.9300003,126.3499985,124.1699982,7751200,124.1699982
12/3/2013,144.9400024,131.5899963,132.6799927,144.6999969,25682400,144.6999969
12/4/2013,144.4299927,137.1300049,144.3200073,138.9499969,13147700,138.9499969
12/5/2013,143.3500061,139.5,140.1499939,140.4799957,9288400,140.4799957
12/6/2013,142.4900055,136.3000031,141.5099945,137.3600006,7909600,137.3600006
12/9/2013,141.6999969,134.2100067,137,141.6000061,9061500,141.6000061
12/10/2013,145.8699951,139.8600006,140.0500031,142.1900024,10748200,142.1900024
12/11/2013,143.0500031,139.4900055,141.8800049,139.6499939,7137800,139.6499939
12/12/2013,148.2400055,138.5299988,139.6999969,147.4700012,10767800,147.4700012
12/13/2013,151.8000031,147.3200073,148.0500031,147.6499939,10591900,147.6499939
12/16/2013,150.4299927,146.1000061,148.4799957,147.9400024,6675300,147.9400024
12/17/2013,154.6300049,146.3200073,147.5800018,152.4600067,10495000,152.4600067
12/18/2013,154.8999939,145.9499969,152.2400055,147.9799957,11581900,147.9799957
12/19/2013,147,139.1000061,146.8999939,140.7200012,12740000,140.7200012
12/20/2013,144.3500061,141.5800018,141.5800018,143.2400055,7412600,143.2400055
12/23/2013,146.2400055,142.6000061,144.8500061,143.5500031,5385500,143.5500031
12/24/2013,154.9700012,149.8200073,150,151.4100037,9941500,151.4100037
12/26/2013,158,154.2899933,155.0399933,155.5,7129500,155.5
12/27/2013,155.5,150.8000031,155.3000031,151.1199951,5460200,151.1199951
12/30/2013,154.8099976,150.75,151.1199951,152.4400024,4467500,152.4400024
12/31/2013,153.1999969,148.6600037,152.3200073,150.4299927,4262400,150.4299927
1/2/2014,152.4799957,146.5500031,149.8000031,150.1000061,6188400,150.1000061
1/3/2014,152.1900024,148.6000061,150,149.5599976,4695000,149.5599976
1/6/2014,150.3999939,145.2400055,150,147,5361100,147
1/7/2014,150.3999939,145.25,147.6199951,149.3600006,5034100,149.3600006
1/8/2014,153.6999969,148.7599945,148.8500061,151.2799988,6163200,151.2799988
1/9/2014,153.4299927,146.8500061,152.5,147.5299988,5382000,147.5299988
1/10/2014,148.8999939,142.25,148.4600067,145.7200012,7446100,145.7200012
1/13/2014,147,137.8200073,145.7799988,139.3399963,6316100,139.3399963
1/14/2014,162,136.6699982,140.5,161.2700043,27607000,161.2700043
1/15/2014,172.2299957,162.1000061,168.4499969,164.1300049,20465600,164.1300049
1/16/2014,172.6999969,162.3999939,162.5,170.9700012,11959400,170.9700012
1/17/2014,173.1999969,167.9499969,170.1900024,170.0099945,9206200,170.0099945
1/21/2014,177.2899933,170.8099976,171.2400055,176.6799927,9734700,176.6799927
1/22/2014,180.3200073,174.7599945,177.8099976,178.5599976,7022600,178.5599976
1/23/2014,182.3800049,173.4199982,177.2299957,181.5,7867400,181.5
1/24/2014,180.4799957,173.5299988,177.8500061,174.6000061,7664300,174.6000061
1/27/2014,177.9199982,164.7100067,175.1600037,169.6199951,8716400,169.6199951
1/28/2014,178.9799957,171,171.5,178.3800049,6093400,178.3800049
1/29/2014,179.0899963,173.1300049,175.3000031,175.2299957,5935500,175.2299957
1/30/2014,184.7799988,177.0099945,178,182.8399963,8565000,182.8399963
1/31/2014,186,178.5099945,178.8500061,181.4100037,6508800,181.4100037
2/3/2014,184.8800049,175.1600037,182.8899994,177.1100006,6764900,177.1100006
2/4/2014,181.6000061,176.1999969,180.6999969,178.7299957,4686300,178.7299957
2/5/2014,180.5899963,169.3600006,178.3000031,174.4199982,7268000,174.4199982
2/6/2014,180.1100006,176,176.3000031,178.3800049,5841600,178.3800049
2/7/2014,186.6300049,179.6000061,181.0099945,186.5299988,8928500,186.5299988
2/10/2014,199.3000031,189.3200073,189.3399963,196.5599976,12970700,196.5599976
2/11/2014,202.1999969,192.6999969,198.9700012,196.6199951,10709900,196.6199951
2/12/2014,198.2700043,194.3200073,195.7799988,195.3200073,5173700,195.3200073
2/13/2014,202.7200012,193.25,193.3399963,199.6300049,8029300,199.6300049
2/14/2014,201.8800049,197,198.1000061,198.2299957,6158000,198.2299957
2/18/2014,206,201.3600006,205.2400055,203.6999969,9332800,203.6999969
2/19/2014,203.6999969,193.4100037,203.6999969,193.6399994,16169000,193.6399994
2/20/2014,215.2100067,206.2700043,215.0099945,209.9700012,18002300,209.9700012
2/21/2014,213.9799957,209.1900024,211.6399994,209.6000061,7818800,209.6000061
2/24/2014,218.3600006,208.3200073,208.7599945,217.6499939,8278400,217.6499939
2/25/2014,259.2000122,228.4499969,230,248,32681700,248
2/26/2014,265,247.5,258.5799866,253,24604600,253
2/27/2014,261.8999939,248.3300018,261.25,252.5399933,17945800,252.5399933
2/28/2014,252.6799927,242.5500031,249.6499939,244.8099976,14589800,244.8099976
3/3/2014,251.6499939,234.9900055,237.2599945,250.5599976,13089300,250.5599976
3/4/2014,260,252.8300018,258.480011,254.8399963,8745600,254.8399963
3/5/2014,256.9899902,251.8000031,256.7200012,252.6600037,5935700,252.6600037
3/6/2014,257.5,249.4499969,254.1399994,252.9400024,7361100,252.9400024
3/7/2014,254.8500061,244.4100037,252.9400024,246.2100067,7812300,246.2100067
3/10/2014,243,236.0599976,242.6999969,238.8399963,7728100,238.8399963
3/11/2014,244.6000061,232.4299927,236.5,234.4100037,8810100,234.4100037
3/12/2014,247.5,231.1100006,231.5,241.4900055,9754400,241.4900055
3/13/2014,244.1900024,234,243.7899933,237.7899933,6236300,237.7899933
3/14/2014,236.9400024,228.3200073,235.2899933,230.9700012,8289700,230.9700012
3/17/2014,237.9299927,230.5,234.9499969,233.9799957,5912600,233.9799957
3/18/2014,241.5,235.0200043,236.9499969,240.0399933,6242300,240.0399933
3/19/2014,241.5500031,233.5099945,241.3899994,235.8399963,5071300,235.8399963
3/20/2014,239.25,233.3600006,236.1600037,234.9100037,3817900,234.9100037
3/21/2014,236.1999969,227.5,236.0200043,228.8899994,8216900,228.8899994
3/24/2014,229.8999939,210.2700043,229.75,220.1699982,11328800,220.1699982
3/25/2014,227.0500031,217.8999939,224.1399994,220.4400024,7865400,220.4400024
3/26/2014,222.6000061,211.3500061,221.9499969,212.9600067,6907300,212.9600067
3/27/2014,213.6000061,203,212.3699951,207.3200073,9495700,207.3200073
3/28/2014,216.7200012,210.2700043,212.8000031,212.3699951,9684800,212.3699951
3/31/2014,216.75,206.3899994,216.5,208.4499969,8380000,208.4499969
4/1/2014,218.1600037,208.5800018,209.0200043,216.9700012,7371400,216.9700012
